Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
572,Gage Workman*,25,CHC,NL,-0.2,9,15,14,0,3,1,0,0,2,1,0,1,6,.214,.267,.286,.552,62,.260,57,4,0,0,0,0,0,/56DH,,workmga01
572,Gage Workman*,25,CHW,AL,-0.1,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/56H,,workmga01
573,Cody Freeman,24,TEX,AL,-0.2,6,16,16,3,2,2,0,0,1,0,0,0,2,.125,.125,.250,.375,6,.155,-7,4,0,0,0,0,0,/5DH,,freemco01
574,Tirso Ornelas*,25,SDP,NL,-0.3,7,16,14,0,1,0,0,0,1,0,0,2,2,.071,.188,.071,.259,-24,.144,-26,1,1,0,0,0,0,/7H8D,,ornelti01
575,Tucker Barnhart*,34,TEX,AL,0.0,8,15,13,0,3,0,0,0,0,0,0,1,4,.231,.333,.231,.564,70,.272,79,3,2,1,0,0,0,/21,,barnhtu01
576,Jacob Hurtubise*,27,CIN,NL,-0.1,12,15,12,3,1,0,0,0,0,0,0,1,6,.083,.267,.083,.350,1,.204,10,1,0,2,0,0,0,/H79,,hurtuja01
577,Connor Kaiser,28,ARI,NL,-0.2,5,15,14,0,2,1,0,0,2,0,0,1,2,.143,.200,.214,.414,15,.190,5,3,1,0,0,0,0,/4,,kaiseco01
578,Ryan Vilade,26,2TM,NL,-0.1,8,15,13,1,1,0,0,0,0,0,0,2,5,.077,.200,.077,.277,-17,.153,-16,1,1,0,0,0,0,/97HD,,viladry01
578,Ryan Vilade,26,STL,NL,-0.1,7,15,13,1,1,0,0,0,0,0,0,2,5,.077,.200,.077,.277,-17,.153,-16,1,1,0,0,0,0,/9H7D,,viladry01
578,Ryan Vilade,26,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/7,,viladry01
579,Greg Allen#,32,BAL,AL,-0.4,7,14,14,1,0,0,0,0,0,0,1,0,5,.000,.000,.000,.000,-100,-0.035,-128,0,2,0,0,0,0,/87H,,allengr01
580,Dylan Beavers*,23,BAL,AL,0.2,3,14,11,2,4,1,0,0,1,0,0,3,3,.364,.500,.455,.955,173,.419,178,5,0,0,0,0,0,/97,,beavedy01
581,Tristan Gray*,29,TBR,AL,0.0,8,14,14,1,1,0,0,0,1,0,0,0,5,.071,.071,.071,.143,-60,.057,-89,1,0,0,0,0,0,/4H3,,graytr01
582,Michael Helman,29,TEX,AL,0.2,8,14,11,4,2,0,0,1,4,1,0,2,1,.182,.308,.455,.762,119,.348,123,5,0,0,1,0,0,/8H6,,helmami01
583,Chad Stevens,26,LAA,AL,-0.2,5,14,13,1,2,0,0,0,0,0,1,0,7,.154,.154,.154,.308,-14,.099,-42,2,0,0,1,0,0,/45,,stevech02
584,Tyler Black*,24,MIL,NL,0.1,5,13,8,1,2,1,0,0,1,0,1,5,1,.250,.538,.375,.913,164,.395,183,3,0,0,0,0,0,/H379,,blackty01
585,Will Brennan*,27,CLE,AL,-0.2,6,13,11,0,1,0,0,0,0,0,1,1,1,.091,.231,.091,.322,-5,.131,-10,1,1,1,0,0,0,/98H,,brennwi02
586,Blaine Crim,28,TEX,AL,-0.2,5,13,11,1,0,0,0,0,0,0,0,1,6,.000,.154,.000,.154,-49,.108,-41,0,0,1,0,0,0,/3DH,,crimbl01
587,Brett Harris,27,ATH,AL,0.3,3,13,11,3,3,1,0,0,1,0,0,2,2,.273,.385,.364,.748,110,.338,114,4,0,0,0,0,0,/5,,harribr02
588,Ji Hwan Bae*,25,PIT,NL,-0.2,7,12,11,3,1,0,0,0,0,2,0,1,5,.091,.167,.091,.258,-25,.166,-36,1,0,0,0,0,0,/8H7D,,baeji01
589,Andrés Chaparro,26,WSN,NL,-0.1,4,12,11,0,1,1,0,0,0,0,0,1,3,.091,.167,.182,.348,0,.163,-6,2,0,0,0,0,0,/D3H,,chapaan01
590,Ryan Fitzgerald*,31,MIN,AL,0.0,7,12,12,2,2,0,0,1,2,0,0,0,1,.167,.167,.417,.583,52,.242,41,5,0,0,0,0,0,/46H5,,fitzgry01
591,Tristan Peters*,25,TBR,AL,-0.4,4,12,12,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,.000,-131,0,0,0,0,0,0,/8,,petertr01
592,Jack Winkler,26,MIA,NL,-0.3,11,12,12,1,2,0,0,0,0,1,0,0,4,.167,.167,.167,.333,-7,.171,-22,2,0,0,0,0,0,/H3465,,winklja01
593,Nick Solak,30,PIT,NL,-0.5,4,11,11,0,1,0,0,0,0,0,0,0,2,.091,.091,.091,.182,-49,.073,-75,1,0,0,0,0,0,/347H,,solakni01
594,Nick Ahmed,35,TEX,AL,0.1,5,10,9,1,0,0,0,0,0,1,0,1,3,.000,.100,.000,.100,-67,.183,-3,0,1,0,0,0,0,/6,,ahmedni01
595,Samuel Basallo*,20,BAL,AL,0.1,2,10,9,1,3,1,0,0,4,0,0,0,1,.333,.400,.444,.844,139,.374,144,4,1,1,0,0,0,/2D,,basalsa01
596,Víctor Mesa Jr.*,23,MIA,NL,0.0,4,10,7,1,1,0,0,0,1,0,0,2,1,.143,.333,.143,.476,39,.255,46,1,0,0,1,0,0,/8,,mesavi01
597,Coco Montes,28,TBR,AL,0.1,5,10,10,0,2,0,0,0,1,0,0,0,3,.200,.200,.200,.400,13,.178,0,2,0,0,0,0,0,/457,,monteco01
598,Omar Narváez*,33,CHW,AL,0.0,4,10,7,1,2,0,0,0,3,0,0,2,1,.286,.400,.286,.686,98,.306,94,2,0,0,0,1,0,/2,,narvaom01
599,Bob Seymour*,26,TBR,AL,-0.1,3,10,9,0,1,0,0,0,0,0,0,1,5,.111,.200,.111,.311,-9,.158,-15,1,0,0,0,0,0,/3,,seymobo01
600,Rhylan Thomas*,25,SEA,AL,0.0,3,10,8,2,1,1,0,0,2,0,0,1,0,.125,.200,.250,.450,30,.282,84,2,0,0,0,1,0,/97,,thomarh01
601,Jonathan Ornelas,25,2TM,2LG,0.1,6,10,9,1,2,0,0,0,0,0,0,1,3,.222,.300,.222,.522,54,.230,44,2,0,0,0,0,0,/645,,orneljo01
601,Jonathan Ornelas,25,TEX,AL,0.0,4,6,5,0,0,0,0,0,0,0,0,1,3,.000,.167,.000,.167,-45,.114,-35,0,0,0,0,0,0,/64,,orneljo01
601,Jonathan Ornelas,25,ATL,NL,0.1,2,4,4,1,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,183,.403,161,2,0,0,0,0,0,/65,,orneljo01
602,J.D. Davis,32,LAA,AL,-0.3,5,9,9,0,1,0,0,0,0,0,0,0,3,.111,.111,.111,.222,-38,.099,-60,1,0,0,0,0,0,/3H5,,davisjd01
603,Justin Foscue,26,TEX,AL,-0.1,4,9,9,0,1,1,0,0,2,0,0,0,3,.111,.111,.222,.333,-6,.138,-19,2,0,0,0,0,0,/3DH,,foscuju01
604,Carson McCusker,27,MIN,AL,-0.2,6,9,9,0,2,0,0,0,0,0,0,0,5,.222,.222,.222,.444,23,.198,9,2,0,0,0,0,0,/9HD,,mccusca01
605,Logan Porter,29,SFG,NL,0.0,4,9,7,2,1,0,0,0,1,0,0,1,2,.143,.333,.143,.476,46,.259,65,1,0,1,0,0,0,/21,,portelo01
606,Jon Singleton*,33,HOU,AL,-0.1,3,9,9,0,1,0,0,0,0,0,0,0,1,.111,.111,.111,.222,-38,.099,-61,1,0,0,0,0,0,/D3H,,singljo02
607,Brett Sullivan*,31,PIT,NL,0.1,3,9,6,1,1,0,0,0,2,0,0,1,3,.167,.333,.167,.500,47,.259,57,1,0,1,0,1,0,/2,,sullibr01
608,Samad Taylor,26,SEA,AL,-0.1,4,9,8,1,1,0,0,0,0,0,0,0,1,.125,.125,.125,.250,-27,.099,-69,1,0,0,1,0,0,/98H,,taylosa04
609,Dairon Blanco,32,KCR,AL,0.0,9,8,6,2,1,1,0,0,1,3,2,0,2,.167,.167,.333,.500,35,.314,144,2,0,0,2,0,0,/H78,,blancda02
610,Owen Caissie*,22,CHC,NL,-0.1,3,8,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-27,.113,-35,1,0,0,0,0,0,/7DH,,caissow01
611,Nathan Church*,24,STL,NL,-0.2,2,8,8,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-123,0,0,0,0,0,0,/8,,churcna01
612,Corey Julks,29,CHW,AL,0.2,4,8,8,2,3,2,0,0,0,0,0,0,2,.375,.375,.625,1.000,174,.409,169,5,0,0,0,0,0,/7DH,,julksco01
613,Billy McKinney*,30,TEX,AL,-0.1,2,8,7,1,1,0,0,0,0,0,0,1,1,.143,.250,.143,.393,20,.197,24,1,0,0,0,0,0,/7D,,mckinbi01
614,Cal Stevenson*,28,PHI,NL,-0.2,5,8,8,0,2,0,0,0,1,0,0,0,2,.250,.250,.250,.500,38,.214,19,2,0,0,0,0,0,/8H,,steveca01
615,Eddie Rosario*,33,2TM,NL,0.0,5,8,8,1,1,0,0,0,0,0,0,0,2,.125,.125,.125,.250,-29,.113,-47,1,0,0,0,0,0,/DH9,,rosared01
615,Eddie Rosario*,33,LAD,NL,0.0,2,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,41,.226,33,1,0,0,0,0,0,/D,,rosared01
615,Eddie Rosario*,33,ATL,NL,0.0,3,4,4,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/H9,,rosared01
616,Rob Brantly*,35,MIA,NL,0.0,3,7,7,0,3,0,0,0,1,0,0,0,1,.429,.429,.429,.857,139,.373,135,3,0,0,0,0,0,/2,,brantro01
617,Tsung-Che Cheng*,23,PIT,NL,-0.1,3,7,7,0,0,0,0,0,0,0,1,0,3,.000,.000,.000,.000,-100,.057,-33,0,0,0,0,0,0,/64,,chengts01
618,Dom Nuñez*,30,CLE,AL,0.0,2,7,7,2,2,0,0,0,0,0,0,0,4,.286,.286,.286,.571,59,.227,32,2,0,0,0,0,0,/2,,nunezdo01
619,César Salazar*,29,HOU,AL,-0.1,8,7,7,0,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-20,.127,-39,1,1,0,0,0,0,/H2D1,,salazce01
620,Steward Berroa#,26,MIL,NL,0.2,2,6,5,0,0,0,0,0,0,1,0,1,2,.000,.167,.000,.167,-47,.308,65,0,0,0,0,0,0,/8,,berrost01
621,Tyler Callihan*,25,CIN,NL,-0.2,4,6,6,0,1,0,0,0,1,0,0,0,1,.167,.167,.167,.333,-9,.150,-28,1,0,0,0,0,0,/74,,callity01
622,Billy Cook,26,PIT,NL,0.0,3,6,6,1,2,0,0,0,0,0,0,0,1,.333,.333,.333,.667,88,.301,87,2,0,0,0,0,0,/9H38,,cookbi01
623,Jordyn Adams,25,BAL,AL,-0.1,10,5,5,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-130,0,0,0,0,0,0,/89H,,adamsjo03
624,Mason McCoy,30,SDP,NL,-0.2,4,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/H4D,,mccoyma01
625,Sergio Alcántara#,28,SFG,NL,-0.1,1,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-120,0,0,0,0,0,0,/56,,alcanse01
626,Kenedy Corona,25,HOU,AL,0.0,3,4,2,0,0,0,0,0,0,0,0,2,1,.000,.500,.000,.500,58,.343,118,0,0,0,0,0,0,/8H,,coronke01
627,Aramis Garcia,32,ARI,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-130,0,0,0,0,0,0,/2,,garciar01
628,Brewer Hicklen,29,DET,AL,0.1,1,4,3,2,2,0,0,0,0,1,0,1,1,.667,.750,.667,1.417,299,.654,302,2,0,0,0,0,0,/8,,hicklbr01
629,Trey Lipscomb,25,WSN,NL,0.1,3,4,4,1,2,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,187,.427,180,2,0,0,0,0,0,/356H,,lipsctr01
630,Richie Palacios*,28,TBR,AL,0.1,1,4,4,1,3,1,0,0,0,1,0,0,0,.750,.750,1.000,1.750,385,.816,422,4,0,0,0,0,0,/79,,palacri01
631,Maximo Acosta,22,MIA,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-129,0,0,0,0,0,0,/4,,acostma02
632,Joey Wiemer,26,MIA,NL,0.0,1,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-129,0,0,0,0,0,0,/7,,wiemejo01
633,David Bañuelos,28,BAL,AL,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.500,.000,.500,61,.358,130,0,0,1,0,0,0,/DH,,banueda01
634,Greg Jones#,27,CHW,AL,0.0,3,2,2,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,.122,-122,0,0,0,0,0,0,/H9,,jonesgr02
635,Trevor Rogers*,27,BAL,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,1,,rogertr01
636,Tyler Alexander,30,CHW,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,1,,alexaty01
637,Justin Dean,28,LAD,NL,0.0,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,0,0,/8H,,deanju01
638,Niko Kavadas*,26,LAA,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/3H,,kavadni01
639,Jack Leiter,25,TEX,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,1/H,,leiteja01
640,Sandy León#,36,ATL,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,0,0,/2,,leonsa01
641,Ryne Nelson,27,ARI,NL,0.1,1,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,457,.903,492,1,0,0,0,0,0,1/H,,nelsory01
642,Colin Rea,34,CHC,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-108,0,0,0,0,0,0,1,,reaco01
643,Terrin Vavra*,28,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/4H,,vavrate01
644,Bryan Abreu,28,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,abreubr01
645,Zach Agnos,24,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,agnosza01
646,Keegan Akin*,30,BAL,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,akinke01
647,Shawn Armstrong,34,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,armstsh01
648,Bryan Baker,30,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bakerbr01
649,Anthony Banda*,31,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bandaan01
650,Félix Bautista,30,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bautife01
651,Jake Bird,29,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,birdja01
652,Hayden Birdsong,23,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,birdsha01
653,Matt Bowman,34,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bowmama01
654,John Brebbia*,35,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brebbjo01
655,Yennier Cano,31,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,canoye01
656,Aroldis Chapman*,37,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,chapmar01
657,Angel Chivilli,22,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,chivian01
658,Taylor Clarke,32,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,clarkta01
659,Emmanuel Clase,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,claseem01
660,Steven Cruz,26,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,cruzst01
661,Luis Curvelo,24,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,curvelu01
662,Enyel De Los Santos,29,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,delosen01
663,Yerry De los Santos,27,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,delosye01
664,Edwin Díaz,31,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,diazed04
665,Seranthony Domínguez,30,BAL,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,dominse01
666,Jhoan Duran,27,MIN,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,duranjh01
667,Lucas Erceg*,30,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,erceglu01
668,Carlos Estévez,32,KCR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,estevca01
669,Kody Funderburk*,28,MIN,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fundeko01
670,Robert Garcia,29,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,garciro04
671,Yimi García,34,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,garciyi01
672,Josh Hader*,31,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,haderjo01
673,Seth Halvorsen,25,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,halvose01
674,Emerson Hancock,26,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hancoem01
675,Ryan Helsley,30,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,helslry01
676,Tim Herrin*,28,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,herriti01
677,Jeff Hoffman,32,TOR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hoffmje02
678,Drey Jameson,27,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,jamesdr01
679,Kenley Jansen#,37,LAA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,janseke01
680,Griffin Jax,30,MIN,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,jaxgr01
681,Tommy Kahnle,35,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kahnlto01
682,Michael Kelly,32,ATH,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kellymi03
683,Andrew Kittredge,35,BAL,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kittran01
684,Jordan Leasure,26,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,leasujo01
685,Casey Legumina,28,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,legumca01
686,Daniel Lynch IV*,28,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lynchda02
687,Joe Mantiply,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,mantijo01
688,Justin Martínez,23,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,martiju01
689,Phil Maton,32,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,matonph01
690,Tyler Matzek*,34,NYY,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,matzety01
691,Juan Mejia,24,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,mejiaju01
692,Shelby Miller,34,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,millesh01
693,Hoby Milner*,34,TEX,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,milneho01
694,Kaleb Ort,33,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ortka01
695,Tyler Owens,24,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,owensty01
696,Andre Pallante,26,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,pallaan01
697,Cionel Pérez,29,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,perezci01
698,Zach Pop,28,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,popza01
699,A.J. Puk*,30,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,pukaj01
700,Trevor Richards,32,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,richatr01
701,Tyler Rogers,34,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,rogerty01
702,Nick Sandlin,28,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,sandlni01
703,John Schreiber,31,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,schrejo01
704,Tanner Scott,30,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,scottta01
705,Connor Seabold,29,TBR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,seaboco01
706,Bennett Sousa*,30,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,sousabe01
707,Ryan Thompson,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thompry02
708,Trent Thornton,31,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thorntr01
709,Victor Vodnik,25,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vodnivi01
710,Ryan Walker,29,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,walkery01
711,Garrett Whitlock,29,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,whitlga01
712,Bryse Wilson,27,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,wilsobr02
