Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
330,Jackson Holliday*,20,BAL,208,826,3.97,523,63.2%,27.2%,24.9%,24.7%,23.3%,72.8%,0.0%,46.1%,65.9%,33.2%,1.9%,4,1,13.5%,28,13,6.7%,14,6,16,53,23.2%,0,0,0,hollija01
331,Spencer Horwitz*,26,TOR,382,1582,4.14,1010,63.6%,27.8%,14.0%,32.2%,25.9%,72.1%,0.0%,46.0%,80.5%,24.6%,5.5%,21,0,14.1%,54,14,7.9%,30,17,21,49,30.0%,0,0,0,horwisp01
332,Rhys Hoskins,31,MIL,520,2243,4.31,1411,62.8%,31.9%,17.9%,28.3%,21.8%,68.1%,0.0%,42.8%,73.7%,19.2%,6.5%,34,5,15.0%,78,25,11.5%,60,34,30,119,20.1%,0,0,0,hoskirh01
333,Sam Huff,26,TEX,4,21,5.25,14,66.7%,21.4%,21.4%,50.0%,7.1%,78.6%,0.0%,52.4%,72.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0,huffsa01
334,Cooper Hummel#,29,HOU,8,23,2.88,18,78.3%,22.2%,27.8%,16.7%,33.3%,77.8%,0.0%,60.9%,64.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0,hummeco01
335,Jacob Hurtubise*,26,CIN,70,281,4.01,180,64.1%,31.7%,13.9%,31.7%,22.8%,68.3%,0.0%,43.8%,79.7%,41.4%,4.3%,3,0,11.4%,8,1,10.0%,7,3,6,12,33.3%,0,0,0,hurtuja01
336,Andy Ibáñez,31,DET,244,917,3.76,610,66.4%,20.7%,24.4%,28.2%,26.7%,79.3%,0.0%,52.8%,69.2%,29.1%,3.3%,8,0,11.5%,28,19,4.9%,12,9,10,53,15.9%,0,0,0,ibanean01
337,Jose Iglesias,34,NYM,291,1075,3.69,762,70.6%,25.9%,11.3%,32.3%,30.4%,74.0%,0.0%,52.5%,84.6%,24.4%,2.7%,8,0,11.0%,32,13,4.1%,12,8,9,30,23.1%,0,0,0,iglesjo01
338,Jonathan India,27,CIN,638,2652,4.16,1580,59.6%,35.6%,12.3%,25.6%,26.4%,64.4%,0.0%,38.3%,80.8%,19.1%,6.4%,41,0,17.4%,111,29,12.7%,81,42,49,76,39.2%,0,0,0,indiajo01
339,Kyle Isbel*,27,KCR,426,1581,3.71,1042,65.7%,30.0%,13.5%,27.0%,29.4%,69.9%,0.0%,46.0%,80.5%,21.1%,1.9%,8,0,8.9%,38,17,4.9%,21,11,22,66,25.0%,0,0,0,isbelky01
340,Alex Jackson,28,TBR,158,626,3.96,418,66.7%,20.8%,31.3%,26.6%,21.1%,78.9%,0.0%,52.7%,60.1%,43.0%,1.9%,3,1,6.3%,10,2,5.7%,9,5,11,42,20.8%,0,0,0,jacksal02
341,Travis Jankowski*,33,TEX,207,819,3.96,532,65.0%,31.0%,14.3%,27.3%,27.4%,69.0%,0.0%,44.8%,79.3%,27.1%,3.9%,8,0,12.1%,25,4,5.8%,12,6,15,29,34.1%,0,0,0,jankotr01
342,Danny Jansen,29,TOT,324,1375,4.24,826,60.1%,32.4%,14.2%,26.8%,26.6%,67.6%,0.0%,40.6%,79.0%,17.0%,5.2%,17,1,14.2%,46,18,10.2%,33,23,16,45,26.2%,0,0,0,janseda01
343,Danny Jansen,29,TOR,228,966,4.24,583,60.4%,33.6%,13.0%,26.1%,27.3%,66.4%,0.0%,40.1%,80.4%,16.2%,4.8%,11,0,13.2%,30,12,11.4%,26,16,12,30,28.6%,0,0,0,janseda01
344,Danny Jansen,29,BOS,96,409,4.26,243,59.4%,29.6%,16.9%,28.4%,25.1%,70.4%,0.0%,41.8%,76.0%,18.8%,6.3%,6,1,16.7%,16,6,7.3%,7,7,4,15,21.1%,0,0,0,janseda01
345,Ryan Jeffers,27,MIN,465,1807,3.89,1194,66.0%,26.6%,17.3%,28.8%,27.2%,73.4%,0.0%,48.5%,76.4%,29.2%,2.8%,13,2,11.4%,53,28,7.1%,33,17,30,64,31.9%,0,0,0,jeffery01
346,Eloy Jiménez,27,TOT,349,1201,3.44,793,65.8%,23.8%,19.9%,24.1%,32.2%,76.2%,0.0%,50.3%,73.8%,35.5%,2.3%,8,0,9.2%,32,18,6.3%,22,12,26,44,37.1%,0,0,0,jimenel02
347,Eloy Jiménez,27,CHW,249,870,3.49,572,65.4%,22.9%,19.4%,25.7%,32.0%,77.1%,0.0%,50.7%,74.8%,36.9%,2.0%,5,0,7.6%,19,10,7.6%,19,9,18,29,38.3%,0,0,0,jimenel02
348,Eloy Jiménez,27,BAL,100,331,3.31,221,66.6%,26.2%,21.3%,19.9%,32.6%,73.8%,0.0%,49.2%,71.2%,32.0%,3.0%,3,0,13.0%,13,8,3.0%,3,3,8,15,34.8%,0,0,0,jimenel02
349,Leo Jimenez,23,TOR,210,847,4.03,555,65.5%,29.4%,19.3%,29.2%,22.2%,70.6%,0.0%,46.3%,72.7%,21.9%,1.9%,4,0,8.6%,18,5,5.7%,12,10,15,44,25.4%,0,0,0,jimenle01
350,Connor Joe,31,PIT,417,1651,3.96,1019,61.6%,30.1%,18.0%,24.9%,27.0%,69.9%,0.0%,43.1%,74.3%,31.7%,4.1%,17,2,11.8%,49,18,8.9%,37,14,20,71,22.0%,0,0,0,joeco01
351,Bryce Johnson#,28,SDP,73,263,3.60,166,63.1%,21.1%,14.5%,31.9%,32.5%,78.9%,0.0%,49.8%,81.7%,50.7%,5.5%,4,0,9.6%,7,1,9.6%,7,4,5,7,41.7%,0,0,0,johnsbr03
352,Daniel Johnson*,28,BAL,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,johnsda07
353,Greg Jones#,26,COL,6,29,4.83,17,58.6%,17.6%,35.3%,41.2%,5.9%,82.4%,0.0%,48.3%,57.1%,50.0%,16.7%,1,0,16.7%,1,0,0.0%,0,0,0,4,0.0%,0,0,0,jonesgr02
354,Jahmai Jones,26,NYY,47,152,3.23,99,65.1%,31.3%,21.2%,20.2%,27.3%,68.7%,0.0%,44.7%,69.1%,40.4%,6.4%,3,0,10.6%,5,2,8.5%,4,3,7,9,43.8%,0,0,0,jonesja08
355,Nolan Jones*,26,COL,297,1301,4.38,811,62.0%,35.9%,16.4%,26.9%,20.8%,64.1%,0.0%,40.0%,74.4%,19.5%,4.0%,12,0,13.8%,41,12,8.8%,26,12,32,59,35.2%,0,0,0,jonesno01
356,Levi Jordan,28,CIN,11,40,3.64,29,72.5%,27.6%,34.5%,10.3%,27.6%,72.4%,0.0%,52.5%,52.4%,45.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0,jordale01
357,Aaron Judge,32,NYY,704,2885,4.10,1635,55.3%,25.8%,22.8%,27.5%,23.9%,74.2%,0.0%,42.0%,69.3%,30.5%,9.2%,65,6,21.2%,149,46,14.3%,101,49,47,124,27.5%,0,0,0,judgeaa01
358,Edouard Julien*,25,MIN,302,1235,4.09,747,60.4%,32.8%,20.7%,24.5%,22.0%,67.2%,0.0%,40.6%,69.1%,31.8%,4.3%,13,1,14.9%,45,20,9.9%,30,20,47,55,46.1%,0,0,0,julieed01
359,Corey Julks,28,CHW,189,767,4.06,498,64.8%,29.3%,18.3%,27.3%,24.9%,70.5%,0.0%,45.8%,73.9%,22.8%,2.1%,4,0,9.0%,17,5,6.9%,13,8,8,42,16.0%,0,0,0,julksco01
360,Jace Jung*,23,DET,94,386,4.11,243,63.0%,27.2%,22.6%,29.6%,20.6%,72.8%,0.0%,45.9%,68.9%,25.5%,4.3%,4,1,13.8%,13,6,9.6%,9,4,5,24,17.2%,0,0,0,jungja01
361,Josh Jung,26,TEX,188,689,3.66,469,68.1%,23.5%,24.3%,24.3%,27.9%,76.5%,0.0%,52.1%,68.2%,43.6%,1.1%,2,1,7.4%,14,6,5.3%,10,6,16,32,33.3%,0,0,0,jungjo01
362,Niko Kavadas*,25,LAA,106,465,4.39,293,63.0%,37.9%,21.2%,23.2%,17.7%,62.1%,0.0%,39.1%,65.9%,21.7%,5.7%,6,0,13.2%,14,5,12.3%,13,6,14,27,34.1%,0,0,0,kavadni01
363,DaShawn Keirsey*,27,MIN,14,50,3.57,33,66.0%,21.2%,21.2%,21.2%,36.4%,78.8%,0.0%,52.0%,73.1%,21.4%,0.0%,0,0,7.1%,1,1,7.1%,1,1,0,1,0.0%,0,0,0,keirsda01
364,Colt Keith*,22,DET,557,2022,3.63,1326,65.3%,25.9%,17.2%,26.2%,30.8%,74.1%,0.0%,48.6%,76.8%,27.6%,2.2%,12,0,11.0%,61,35,6.5%,36,16,24,86,21.8%,0,0,0,keithco01
365,Jarred Kelenic*,24,ATL,450,1758,3.91,1154,65.5%,24.0%,25.4%,26.1%,24.5%,76.0%,0.0%,49.9%,66.6%,33.1%,3.6%,16,1,11.6%,52,30,8.2%,37,26,34,99,25.6%,0,0,0,kelenja01
366,Carson Kelly,29,TOT,315,1173,3.72,747,63.6%,28.4%,16.3%,24.8%,30.4%,71.5%,0.0%,45.5%,77.0%,27.3%,2.5%,8,0,12.1%,38,14,7.0%,22,14,11,44,20.0%,0,0,0,kellyca02
367,Carson Kelly,29,DET,205,802,3.91,513,64.0%,28.8%,17.7%,26.1%,27.3%,71.2%,0.0%,45.5%,75.1%,26.8%,1.5%,3,0,10.2%,21,6,7.8%,16,11,7,33,17.5%,0,0,0,kellyca02
368,Carson Kelly,29,TEX,110,371,3.37,234,62.9%,27.4%,13.2%,21.8%,37.2%,72.2%,0.0%,45.6%,81.2%,28.2%,4.5%,5,0,15.5%,17,8,5.5%,6,3,4,11,26.7%,0,0,0,kellyca02
369,Tony Kemp*,32,BAL,10,37,3.70,26,68.4%,15.4%,11.5%,42.3%,30.8%,84.6%,0.0%,59.5%,86.4%,30.0%,0.0%,0,0,10.0%,1,0,0.0%,0,0,0,1,0.0%,0,0,0,kempto01
370,Buddy Kennedy,25,TOT,26,132,5.08,81,61.4%,35.8%,12.3%,33.3%,18.5%,64.2%,0.0%,39.4%,80.8%,7.7%,0.0%,0,0,19.2%,5,1,15.4%,4,2,3,4,42.9%,0,0,0,kennebu01
371,Buddy Kennedy,25,DET,13,74,5.69,47,63.5%,29.8%,12.8%,42.6%,14.9%,70.2%,0.0%,44.6%,81.8%,7.7%,0.0%,0,0,15.4%,2,0,0.0%,0,0,1,3,25.0%,0,0,0,kennebu01
372,Buddy Kennedy,25,PHI,13,58,4.46,34,58.6%,44.1%,11.8%,20.6%,23.5%,55.9%,0.0%,32.8%,78.9%,7.7%,0.0%,0,0,23.1%,3,1,30.8%,4,2,2,1,66.7%,0,0,0,kennebu01
373,Max Kepler*,31,MIN,399,1498,3.75,979,65.3%,20.0%,19.5%,30.6%,29.8%,80.0%,0.0%,52.3%,75.6%,38.1%,3.3%,13,0,11.0%,44,24,6.3%,25,18,12,68,15.0%,0,0,0,keplema01
374,Grae Kessinger,26,HOU,25,115,4.60,70,60.9%,25.7%,27.1%,27.1%,20.0%,74.3%,0.0%,45.2%,63.5%,28.0%,4.0%,1,0,8.0%,2,1,12.0%,3,3,2,5,28.6%,0,0,0,kessigr01
375,Kevin Kiermaier*,34,TOT,281,1020,3.63,679,66.6%,17.5%,30.9%,24.9%,26.7%,82.5%,0.0%,54.9%,62.5%,42.7%,3.6%,10,0,12.1%,34,17,6.0%,17,11,10,76,11.6%,0,0,0,kiermke01
376,Kevin Kiermaier*,34,TOR,217,793,3.65,527,66.5%,18.2%,29.8%,25.4%,26.6%,81.8%,0.0%,54.4%,63.6%,40.6%,3.7%,8,0,13.4%,29,16,6.0%,13,8,9,57,13.6%,0,0,0,kiermke01
377,Kevin Kiermaier*,34,LAD,64,227,3.55,152,67.0%,15.1%,34.9%,23.0%,27.0%,84.9%,0.0%,56.8%,58.9%,50.0%,3.1%,2,0,7.8%,5,1,6.3%,4,3,1,19,5.0%,0,0,0,kiermke01
378,Ha-Seong Kim,28,SDP,471,1982,4.21,1223,61.4%,38.4%,9.9%,24.4%,27.2%,61.6%,0.0%,38.0%,83.9%,22.3%,6.6%,31,1,15.5%,73,15,13.2%,62,25,24,53,31.2%,0,0,0,kimha01
379,Isiah Kiner-Falefa,29,TOT,498,1710,3.43,1161,67.9%,32.1%,10.1%,24.0%,33.8%,67.9%,0.0%,46.1%,85.2%,20.1%,1.6%,8,1,11.4%,57,33,3.2%,16,5,24,54,30.8%,0,0,0,kineris01
380,Isiah Kiner-Falefa,29,TOR,282,950,3.37,641,67.4%,32.9%,8.9%,23.1%,35.1%,67.1%,0.0%,45.3%,86.7%,19.9%,1.8%,5,1,13.5%,38,19,4.3%,12,2,12,25,32.4%,0,0,0,kineris01
381,Isiah Kiner-Falefa,29,PIT,216,760,3.52,520,68.4%,31.2%,11.5%,25.2%,32.1%,68.8%,0.0%,47.1%,83.2%,20.4%,1.4%,3,0,8.8%,19,14,1.9%,4,3,12,29,29.3%,0,0,0,kineris01
382,Alex Kirilloff*,26,MIN,179,677,3.78,440,64.9%,24.1%,23.4%,26.1%,26.1%,75.7%,0.0%,49.2%,68.9%,25.1%,5.0%,9,0,14.0%,25,13,7.8%,14,11,10,36,21.7%,0,0,0,kirilal01
383,Alejandro Kirk,25,TOR,386,1495,3.87,965,64.3%,27.8%,11.3%,29.9%,30.9%,72.1%,0.0%,46.6%,84.2%,31.6%,5.2%,20,0,13.2%,51,14,8.0%,31,14,12,39,23.5%,0,0,0,kirkal01
384,Heston Kjerstad*,25,BAL,114,423,3.71,284,65.9%,17.3%,25.7%,33.8%,23.2%,82.7%,0.0%,55.6%,68.9%,44.7%,4.4%,5,0,14.0%,16,8,4.4%,5,2,9,24,27.3%,0,0,0,kjershe01
385,Andrew Knapp#,32,SFG,6,25,4.17,18,72.0%,16.7%,55.6%,5.6%,22.2%,83.3%,0.0%,60.0%,33.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0,knappan01
386,Andrew Knizner,29,TEX,93,360,3.87,252,70.0%,21.4%,21.4%,29.8%,27.4%,78.6%,0.0%,55.0%,72.7%,52.7%,1.1%,1,0,10.8%,10,3,6.5%,6,5,8,14,36.4%,0,0,0,kniznan01
387,Grant Koch,27,PIT,8,49,6.13,32,65.3%,12.5%,31.3%,53.1%,3.1%,87.5%,0.0%,57.1%,64.3%,62.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,5,16.7%,0,0,0,kochgr01
388,Ryan Kreidler,26,DET,66,263,3.98,165,62.7%,26.1%,23.6%,26.1%,24.2%,73.9%,0.0%,46.4%,68.0%,45.5%,4.5%,3,0,10.6%,7,3,7.6%,5,3,7,12,36.8%,0,0,0,kreidry01
389,Steven Kwan*,26,CLE,543,2165,3.99,1346,62.1%,37.1%,5.1%,25.7%,32.0%,62.9%,0.0%,39.1%,91.8%,11.0%,4.4%,24,0,15.8%,86,33,11.2%,61,31,16,35,31.4%,0,0,0,kwanst01
390,Shea Langeliers,26,OAK,537,1993,3.71,1293,64.6%,23.7%,22.3%,27.5%,26.5%,76.3%,0.0%,49.5%,70.8%,35.8%,2.6%,14,0,8.6%,46,23,6.7%,36,20,50,95,34.5%,0,0,0,langesh01
391,Wyatt Langford,22,TEX,559,2256,4.04,1382,61.1%,30.1%,16.0%,25.9%,28.0%,69.9%,0.0%,42.8%,77.1%,27.7%,4.5%,25,3,13.4%,75,28,9.3%,52,30,45,70,39.1%,0,0,0,langfwy01
392,Trevor Larnach*,27,MIN,401,1576,3.93,971,61.5%,28.4%,20.0%,24.0%,27.6%,71.6%,0.0%,44.1%,72.1%,20.7%,6.7%,27,2,18.2%,73,32,8.5%,34,22,19,70,21.3%,0,0,0,larnatr01
393,Ramón Laureano,29,TOT,309,1180,3.82,780,66.1%,20.9%,25.1%,29.5%,24.5%,79.1%,0.0%,52.3%,68.2%,36.2%,3.2%,10,1,10.0%,31,15,7.1%,22,17,19,77,19.8%,0,0,0,laurera01
394,Ramón Laureano,29,CLE,83,335,4.04,206,61.5%,29.1%,26.7%,25.2%,18.9%,70.9%,0.0%,43.6%,62.3%,27.7%,2.4%,2,1,12.0%,10,5,8.4%,7,3,8,24,25.0%,0,0,0,laurera01
395,Ramón Laureano,29,ATL,226,845,3.74,574,67.9%,17.9%,24.6%,31.0%,26.5%,82.1%,0.0%,55.7%,70.1%,39.4%,3.5%,8,0,9.3%,21,10,6.6%,15,14,11,53,17.2%,0,0,0,laurera01
396,Charles Leblanc,28,LAA,28,118,4.21,71,58.7%,36.6%,18.3%,28.2%,16.9%,63.4%,0.0%,38.1%,71.1%,35.7%,3.6%,1,0,7.1%,2,1,10.7%,3,3,4,5,44.4%,0,0,0,leblach01
397,Brooks Lee#,23,MIN,185,614,3.32,421,67.8%,23.8%,15.4%,25.9%,34.9%,76.2%,0.0%,52.3%,79.8%,31.9%,3.8%,7,0,10.8%,20,8,5.4%,10,5,9,18,33.3%,0,0,0,leebr02
398,Jung Hoo Lee*,25,SFG,158,569,3.60,377,66.3%,33.7%,6.4%,24.4%,35.5%,66.3%,0.0%,43.9%,90.4%,17.1%,4.4%,7,0,11.4%,18,4,6.3%,10,3,5,8,38.5%,0,0,0,leeju01
399,Korey Lee,25,CHW,395,1429,3.62,982,68.7%,14.3%,31.8%,28.0%,26.0%,85.7%,0.0%,58.9%,62.9%,51.1%,1.5%,6,1,8.1%,32,20,4.8%,19,12,20,102,16.4%,0,0,0,leeko01
400,DJ LeMahieu,35,NYY,228,845,3.71,557,65.8%,32.3%,11.8%,24.8%,31.1%,67.7%,0.0%,44.6%,82.5%,21.1%,3.5%,8,0,10.5%,24,2,7.9%,18,8,6,29,17.1%,0,0,0,lemahdj01
401,Pedro León,26,HOU,21,90,4.29,56,62.2%,25.0%,32.1%,25.0%,17.9%,75.0%,0.0%,46.7%,57.1%,33.3%,0.0%,0,0,9.5%,2,2,4.8%,1,1,1,9,10.0%,0,0,0,leonpe01
402,Royce Lewis,25,MIN,325,1233,3.79,808,65.1%,20.7%,21.4%,30.2%,27.6%,79.2%,0.0%,51.9%,72.9%,40.3%,4.6%,15,0,11.4%,37,14,7.1%,23,15,12,61,16.4%,0,0,0,lewisro02
403,Francisco Lindor#,30,NYM,690,2713,3.93,1738,64.0%,23.9%,18.0%,29.6%,28.4%,76.1%,0.0%,48.7%,76.3%,25.7%,4.6%,32,3,13.3%,92,41,10.3%,71,46,15,112,11.8%,0,0,0,lindofr01
404,Trey Lipscomb,24,WSN,212,780,3.68,519,66.5%,23.7%,19.3%,27.6%,29.5%,76.3%,0.0%,50.8%,74.7%,36.8%,4.2%,9,0,11.8%,25,7,8.0%,17,9,7,33,17.5%,0,0,0,lipsctr01
405,Tyler Locklear,23,SEA,49,196,4.00,132,67.3%,24.2%,28.0%,28.8%,18.9%,75.8%,0.0%,51.0%,63.0%,49.0%,4.1%,2,0,6.1%,3,1,10.2%,5,0,5,15,25.0%,0,0,0,locklty01
406,Brandon Lockridge,27,SDP,12,46,3.83,33,71.7%,27.3%,18.2%,30.3%,24.2%,72.7%,0.0%,52.2%,75.0%,33.3%,0.0%,0,0,8.3%,1,1,0.0%,0,0,2,2,50.0%,0,0,0,lockrbr01
407,Nick Loftin,25,KCR,171,626,3.66,378,60.3%,28.8%,10.8%,26.5%,33.6%,70.9%,0.0%,42.8%,84.4%,33.3%,3.5%,6,1,14.0%,24,12,7.6%,13,8,12,12,50.0%,0,0,0,loftini01
408,Joey Loperfido*,25,TOT,262,1003,3.83,668,66.5%,21.3%,27.8%,28.4%,22.5%,78.7%,0.0%,52.4%,64.6%,43.1%,1.9%,5,0,9.2%,24,16,7.3%,19,17,24,71,25.3%,0,0,0,loperjo01
409,Joey Loperfido*,25,HOU,118,451,3.82,297,65.9%,23.2%,27.3%,27.6%,21.9%,76.8%,0.0%,50.6%,64.5%,44.1%,0.8%,1,0,8.5%,10,9,8.5%,10,9,11,32,25.6%,0,0,0,loperjo01
410,Joey Loperfido*,25,TOR,144,552,3.83,371,67.1%,19.7%,28.3%,29.1%,22.9%,80.3%,0.0%,54.0%,64.8%,42.4%,2.8%,4,0,9.7%,14,7,6.3%,9,8,13,39,25.0%,0,0,0,loperjo01
411,Jack López,31,LAA,71,274,3.86,202,73.7%,22.3%,26.2%,30.2%,21.3%,77.7%,0.0%,57.3%,66.2%,23.9%,1.4%,1,0,7.0%,5,4,4.2%,3,2,3,22,12.0%,0,0,0,lopezja03
412,Nicky Lopez*,29,CHW,447,1628,3.64,1051,64.6%,24.9%,14.6%,28.4%,32.1%,75.1%,0.0%,48.5%,80.6%,32.7%,4.7%,21,0,13.0%,58,15,8.1%,36,15,11,56,16.4%,0,0,0,lopezni01
413,Otto Lopez,25,MIA,436,1545,3.54,1049,67.8%,24.2%,16.6%,27.4%,31.7%,75.7%,0.0%,51.4%,78.0%,28.9%,2.3%,10,1,7.6%,33,10,6.7%,29,14,9,66,12.0%,0,0,0,lopezot01
414,Brandon Lowe*,29,TBR,425,1624,3.82,1059,64.9%,15.2%,27.8%,31.1%,26.0%,84.8%,0.0%,55.3%,67.3%,49.6%,3.5%,15,0,9.6%,41,20,7.3%,31,23,18,94,16.1%,0,0,0,lowebr01
415,Josh Lowe*,26,TBR,388,1672,4.31,1095,64.9%,21.3%,25.1%,32.4%,21.2%,78.7%,0.0%,51.6%,68.1%,30.2%,6.4%,25,3,11.9%,46,16,10.3%,40,28,14,109,11.4%,0,0,0,lowejo01
416,Nathaniel Lowe*,28,TEX,568,2356,4.15,1422,60.2%,29.2%,14.6%,30.6%,25.7%,70.8%,0.0%,42.7%,79.4%,28.5%,5.6%,32,0,14.6%,83,28,11.4%,65,40,35,90,28.0%,0,0,0,lowena01
417,Marco Luciano,22,SFG,81,325,4.01,206,63.4%,34.0%,19.9%,22.8%,23.3%,66.0%,0.0%,41.8%,69.9%,27.2%,1.2%,1,0,6.2%,5,3,3.7%,3,1,13,15,46.4%,0,0,0,luciama01
418,Nathan Lukes*,29,TOR,91,356,3.91,228,64.0%,19.7%,11.8%,36.8%,31.6%,80.3%,0.0%,51.4%,85.2%,34.1%,1.1%,1,0,6.6%,6,3,6.6%,6,3,2,7,22.2%,0,0,0,lukesna01
419,Gavin Lux*,26,LAD,489,1939,3.97,1216,62.6%,28.0%,16.8%,27.9%,27.2%,71.9%,0.0%,45.1%,76.6%,31.3%,3.5%,17,0,13.7%,67,28,9.2%,45,27,36,74,32.7%,0,0,0,luxga01
420,Manny Machado,31,SDP,644,2387,3.71,1571,65.3%,21.6%,19.1%,29.2%,30.1%,78.4%,0.0%,51.6%,75.6%,39.1%,3.9%,25,6,11.6%,75,34,8.2%,53,30,27,97,21.8%,0,0,0,machama01
421,Nick Madrigal,27,CHC,95,358,3.77,242,67.6%,26.0%,8.3%,33.9%,31.8%,74.0%,0.0%,50.0%,88.8%,24.2%,6.3%,6,0,11.6%,11,1,8.4%,8,4,1,9,10.0%,0,0,0,madrini01
422,Bligh Madris*,28,DET,75,275,3.67,173,62.7%,22.0%,22.5%,27.2%,28.3%,78.0%,0.0%,49.1%,71.1%,44.0%,5.3%,4,1,10.7%,8,4,8.0%,6,3,10,10,50.0%,0,0,0,madribl01
423,Luke Maile,33,CIN,154,637,4.14,393,61.5%,26.7%,21.1%,30.5%,21.6%,73.3%,0.0%,45.2%,71.2%,31.8%,5.2%,8,1,14.9%,23,10,7.1%,11,8,13,39,25.0%,0,0,0,mailelu01
424,Martín Maldonado,37,CHW,148,556,3.76,382,68.5%,28.3%,25.9%,23.0%,22.8%,71.7%,0.0%,49.3%,63.9%,36.5%,1.4%,2,0,9.5%,14,7,5.4%,8,7,12,39,23.5%,0,0,0,maldoma01
425,Justyn-Henry Malloy,24,DET,230,992,4.31,625,62.9%,30.4%,25.4%,25.1%,19.0%,69.6%,0.0%,43.9%,63.4%,23.5%,3.9%,9,2,11.7%,27,9,9.1%,21,9,21,64,24.7%,0,0,0,malloju02
426,Kyle Manzardo*,23,CLE,157,636,4.05,413,64.9%,28.1%,19.9%,26.6%,25.4%,71.9%,0.0%,46.7%,72.4%,28.0%,3.8%,6,1,14.0%,22,10,6.4%,10,7,8,33,19.5%,0,0,0,manzaky01
427,Rafael Marchán#,25,PHI,56,195,3.48,131,67.2%,31.3%,10.7%,24.4%,33.6%,68.7%,0.0%,46.2%,84.4%,26.8%,1.8%,1,0,5.4%,3,1,7.1%,4,3,4,4,50.0%,0,0,0,marchra01
428,Manuel Margot,29,MIN,345,1308,3.79,864,66.0%,25.1%,15.4%,28.8%,30.7%,74.9%,0.0%,49.5%,79.4%,26.1%,4.3%,15,1,13.3%,46,21,6.7%,23,13,9,45,16.7%,0,0,0,margoma01
429,Cade Marlowe*,27,SEA,9,34,3.78,22,64.7%,18.2%,22.7%,27.3%,31.8%,81.8%,0.0%,52.9%,72.2%,55.6%,0.0%,0,0,0.0%,0,0,11.1%,1,0,1,0,100.0%,0,0,0,marloca01
430,Brandon Marsh*,26,PHI,479,2007,4.19,1217,60.5%,31.8%,18.7%,27.2%,22.2%,68.1%,0.0%,41.3%,72.4%,22.5%,5.2%,25,0,14.0%,67,21,12.1%,58,38,47,107,30.5%,0,0,0,marshbr02
431,Ketel Marte#,30,ARI,583,2144,3.68,1326,61.0%,21.9%,16.6%,30.8%,30.7%,78.1%,0.0%,48.3%,78.7%,29.3%,4.5%,26,5,13.6%,79,46,9.1%,53,29,21,85,19.8%,0,0,0,marteke01
432,Noelvi Marte,22,CIN,243,882,3.63,600,68.0%,20.5%,25.5%,28.2%,25.8%,79.5%,0.0%,54.1%,67.9%,45.3%,3.7%,9,5,11.9%,29,15,4.5%,11,8,14,61,18.7%,0,0,0,marteno01
433,Starling Marte,35,NYM,370,1417,3.83,943,66.3%,24.5%,21.4%,26.6%,27.5%,75.5%,0.0%,50.2%,71.6%,29.2%,0.8%,3,0,6.2%,23,16,5.9%,22,16,15,66,18.5%,0,0,0,martest01
434,Austin Martin,25,MIN,257,934,3.63,583,62.4%,27.1%,15.6%,25.0%,32.2%,72.9%,0.0%,45.5%,78.6%,33.9%,1.2%,3,0,9.7%,25,13,7.4%,19,6,15,32,31.9%,0,0,0,martiau01
435,Angel Martínez#,22,CLE,169,677,4.01,455,67.2%,27.7%,14.3%,31.4%,26.6%,72.3%,0.0%,48.6%,80.2%,29.0%,3.6%,6,0,8.9%,15,3,7.7%,13,8,6,27,18.2%,0,0,0,martian02
436,J.D. Martinez,36,NYM,495,2052,4.15,1301,63.3%,23.4%,24.1%,29.4%,23.0%,76.6%,0.0%,48.5%,68.5%,37.0%,2.8%,14,0,11.3%,56,22,8.7%,43,22,36,105,25.5%,0,0,0,martijd02
437,J.P. Martínez*,28,ATL,10,42,4.20,31,73.8%,16.1%,29.0%,35.5%,19.4%,83.9%,0.0%,61.9%,65.4%,50.0%,0.0%,0,0,10.0%,1,1,10.0%,1,0,0,4,0.0%,0,0,0,martijp01
438,Orelvis Martinez,22,TOR,3,11,3.67,8,72.7%,25.0%,37.5%,12.5%,25.0%,75.0%,0.0%,54.5%,50.0%,0.0%,0.0%,0,0,33.3%,1,1,0.0%,0,0,0,1,0.0%,0,0,0,martior01
439,Nick Martini*,34,CIN,164,625,3.81,418,66.9%,25.8%,18.4%,28.9%,26.8%,74.2%,0.0%,49.6%,75.2%,28.7%,3.0%,5,0,12.8%,21,7,7.9%,13,7,11,27,28.9%,0,0,0,martini02
